Type	ID	Name	Description	Target	MoA
cp	BRD-K14880289	GW-501516	PPAR receptor agonist	PPARD, INS, PPARA	PPAR receptor agonist, Insulin sensitizer
cp	BRD-K39520573	GW-5074	Leucine rich repeat kinase inhibitor	LRRK1, LRRK2, NTRK1, RAF1	Leucine rich repeat kinase inhibitor, RAF inhibitor
cp	BRD-K79930101	GW-583340	EGFR inhibitor	EGFR, ERBB2	EGFR inhibitor, ErbB2 inhibitor, Receptor tyrosine protein kinase inhibitor
cp	BRD-A72596465	GW-6471	PPAR receptor antagonist	PPARA	PPAR receptor antagonist
cp	BRD-K96263742	GW-7647	PPAR receptor agonist	PPARA	PPAR receptor agonist
cp	BRD-K90382497	GW-843682X	PLK inhibitor	PLK1, PLK3	PLK inhibitor
cp	BRD-K71534238	GW-9508	Free fatty acid receptor agonist	FFAR4, FFAR1	Free fatty acid receptor agonist, G protein-coupled receptor agonist
cp	BRD-K93258693	GW-9662	PPAR receptor antagonist	PPARG, NCOA2, RXRA	PPAR receptor antagonist
cp	BRD-K24240364	GYKI-52466	Glutamate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4	Glutamate receptor antagonist, Kainate receptor antagonist
cp	BRD-A55756846	H-7	PKA inhibitor	PKIA, PRKACA, PRKAR1A	PKA inhibitor
cp	BRD-K18742343	H-8	PKA inhibitor	PKIA, PRKACA	PKA inhibitor
cp	BRD-K27737647	H-89	PKA inhibitor	PRKACA, GSG2, KCNA2, KCNA3, KCNA5, KCNAB2, KCNC1, KCNC2, KCNC3, KCNE1, KCNE2, KCNE3, KCNE4, KCNH1, KCNH2, KCNQ1, KCNQ2, KCNQ3, KCNQ5, KCNS3, PKIA	PKA inhibitor
cp	BRD-K70577657	H-9	PKA inhibitor	PRKACA	PKA inhibitor
cp	BRD-K05434375	HA-1004	Calcium channel blocker		Calcium channel blocker
cp	BRD-A13807286	HA-14-1	BCL inhibitor	BCL2	BCL inhibitor
cp	BRD-A39646320	HC-toxin	HDAC inhibitor	HDAC1	HDAC inhibitor
cp	BRD-K85133207	HDAC1-selective	HDAC inhibitor		HDAC inhibitor
cp	BRD-K29313308	HDAC3-selective	HDAC inhibitor	HDAC3	HDAC inhibitor
cp	BRD-A24429032	HEAT	Adrenergic receptor antagonist	ADRA1A	Adrenergic receptor antagonist
cp	BRD-U82589721	HG-5-113-01	Protein kinase inhibitor	ABL1, LTK, STK10	Protein kinase inhibitor
cp	BRD-U44700465	HG-5-88-01	Protein kinase inhibitor	ADCK4, EGFR	Protein kinase inhibitor
cp	BRD-U37049823	HG-6-64-01	RAF inhibitor	ABL1, BRAF, CSF1R, EGFR, FGFR1, FLT3, KIT, MAPK11, PDGFRB, RET	RAF inhibitor
cp	BRD-K17349619	HLI-373	MDM inhibitor	MDM2	MDM inhibitor
cp	BRD-K76698671	HNHA	HDAC inhibitor	HDAC1	HDAC inhibitor
cp	BRD-K86465814	HO-013	PPAR receptor agonist	PPARG	PPAR receptor agonist
cp	BRD-K65503129	HSP90-inhibitor	HSP inhibitor	HSP90AA1, HSP90AB1	HSP inhibitor
cp	BRD-A66435872	HTMT	Histamine receptor agonist	HRH4	Histamine receptor agonist
cp	BRD-A15010982	HU-211	Glutamate receptor antagonist	CNR1, CNR2, GLRA1, GLRA2, GLRA3, GPR55, GRIN1, NFKB1	Glutamate receptor antagonist
cp	BRD-K97056771	HY-11007	BCR-ABL kinase inhibitor	ABL1, BCR	BCR-ABL kinase inhibitor
cp	BRD-K35377380	I-OMe-AG-538	IGF-1 inhibitor		IGF-1 inhibitor
cp	BRD-K85383046	IAA-94	Chloride channel blocker		Chloride channel blocker
cp	BRD-A48809242	IB-MECA	Adenosine receptor agonist	ADORA3, ADORA1, ADORA2A, ADORA2B	Adenosine receptor agonist
cp	BRD-K15196155	IBC-293	Hydroxycarboxylic acid receptor agonist	HCAR3	Hydroxycarboxylic acid receptor agonist
cp	BRD-A78942461	ICI-118551	Adrenergic receptor antagonist		Adrenergic receptor antagonist
cp	BRD-K73290745	ICI-199441	Opioid receptor agonist	OPRK1, CYP2D6, OPRD1, OPRM1, UTS2R	Opioid receptor agonist
cp	BRD-A37776212	ICI-204448	Opioid receptor agonist	OPRK1	Opioid receptor agonist
cp	BRD-A03359064	ICI-89406	Adrenergic receptor antagonist	ADRB1, ADRB2	Adrenergic receptor antagonist
cp	BRD-K37194137	III606050	Cytochrome P450 inhibitor		Cytochrome P450 inhibitor
cp	BRD-K14618467	IKK-16	IKK inhibitor	IKBKB	IKK inhibitor
cp	BRD-K26373640	IKK-2-inhibitor	IKK inhibitor	IKBKB	IKK inhibitor, SYK inhibitor
cp	BRD-K74305673	IKK-2-inhibitor-V	IKK inhibitor	IKBKB	IKK inhibitor, NFkB pathway inhibitor
cp	BRD-K33308633	INCA-6	Calcineurin inhibitor	NFATC1	Calcineurin inhibitor
cp	BRD-A54029483	IRL-2500	Endothelin receptor antagonist	EDNRB	Endothelin receptor antagonist
cp	BRD-K69840642	ISOX	HDAC inhibitor	HDAC6	HDAC inhibitor
cp	BRD-K60298136	ITE	Aryl hydrocarbon receptor agonist	AHR	Aryl hydrocarbon receptor agonist
cp	BRD-K61314889	IWR-1-ENDO	PARP inhibitor	TNKS, TNKS2	PARP inhibitor
cp	BRD-K26429091	J-104129	Acetylcholine receptor antagonist	CHRM3	Acetylcholine receptor antagonist
cp	BRD-K52850071	JAK3-Inhibitor-II	JAK inhibitor	EGFR, ALK, JAK1, JAK2, JAK3	JAK inhibitor
cp	BRD-K72541103	JAK3-inhibitor-I	JAK inhibitor	JAK3	JAK inhibitor
cp	BRD-K95676198	JAK3-inhibitor-V	JAK inhibitor	JAK3	JAK inhibitor
cp	BRD-K04546108	JAK3-inhibitor-VI	JAK inhibitor	JAK3	JAK inhibitor
cp	BRD-K22010301	JLK-6	Gamma secretase inhibitor	PSEN1	Gamma secretase inhibitor, Anti-amyloidogenic
cp	BRD-K15086322	JNJ-10191584	Histamine receptor antagonist	HRH4	Histamine receptor antagonist
cp	BRD-K64670467	JNJ-16259685	Glutamate receptor antagonist	GRM1	Glutamate receptor antagonist
cp	BRD-K83837640	JNJ-26854165	HDAC inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2	HDAC inhibitor
cp	BRD-K02123250	JNJ-38877605	Tyrosine kinase inhibitor	MET	Tyrosine kinase inhibitor
cp	BRD-K11636097	JNJ-7706621	CDK inhibitor	CDK1, CDK2, AURKA, AURKB	CDK inhibitor
cp	BRD-K19220233	JNK-9L	JNK inhibitor	MAPK8	JNK inhibitor
cp	BRD-K17705806	JTC-801	Opioid receptor antagonist	OPRL1	Opioid receptor antagonist
cp	BRD-K43330982	JTE-013	Lysophospholipid receptor antagonist	S1PR2, P2RY10	Lysophospholipid receptor antagonist
cp	BRD-K63150726	JTE-907	Cannabinoid receptor inverse agonist	CNR2	Cannabinoid receptor inverse agonist
cp	BRD-U68942961	JW-7-24-1	LCK Inhibitor	LCK	LCK Inhibitor
cp	BRD-K83972459	JWE-035	Aurora kinase inhibitor	AURKA	Aurora kinase inhibitor
cp	BRD-K17796732	JWH-015	Cannabinoid receptor agonist	CNR2, GPR55	Cannabinoid receptor agonist
cp	BRD-K05464208	JX-401	p38 MAPK inhibitor	MAPK14	p38 MAPK inhibitor
cp	BRD-K45446451	JZL-184	Monoacylglucerol lipase inhibitor	MGLL	Monoacylglucerol lipase inhibitor
cp	BRD-A67748489	K3644	Kinesin-like spindle protein inhibitor	KIF11	Kinesin-like spindle protein inhibitor
cp	BRD-K17743697	KB-R7943	Sodium/calcium exchange inhibitor	SLC8A1, TRPC3, TRPC5, TRPC6	Sodium/calcium exchange inhibitor
cp	BRD-A54927599	KF-38789	P-selectin inhibitor	SELP	P-selectin inhibitor
cp	BRD-A25569250	KI-16425	Lysophosphatidic acid receptor antagonist	LPAR1, LPAR3	Lysophosphatidic acid receptor antagonist
cp	BRD-K47150025	KI-8751	VEGFR inhibitor	KDR	VEGFR inhibitor, KIT inhibitor, PDGFR receptor inhibitor
cp	BRD-K68407802	KIN001-055	EGFR inhibitor	EGFR, JAK3	EGFR inhibitor, JAK inhibitor, Leukotriene inhibitor, Mediator release inhibitor
cp	BRD-A29901043	KIN001-127	ITK inhibitor	ITK	ITK inhibitor
cp	BRD-K53561341	KIN001-220	Aurora kinase inhibitor	AURKA	Aurora kinase inhibitor
cp	BRD-K24859147	KIN001-242	Protein kinase inhibitor	RPS6KA3	Protein kinase inhibitor
cp	BRD-K09186807	KIN001-244	Phosphoinositide dependent kinase inhibitor	PDPK1	Phosphoinositide dependent kinase inhibitor
cp	BRD-A81177136	KN-62	Calcium-calmodulin dependent protein kinase inhibitor	AKT1, CAMK2A, CHEK1, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, P2RX7, PRKCA, ROCK1, RPS6KB1, SGK1	Calcium-calmodulin dependent protein kinase inhibitor, Purinergic receptor antagonist
cp	BRD-K93480852	KN-93	Calcium-calmodulin dependent protein kinase inhibitor	CAMK2A	Calcium-calmodulin dependent protein kinase inhibitor
cp	BRD-K09499853	KU-0060648	DNA dependent protein kinase inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC	DNA dependent protein kinase inhibitor, PI3K inhibitor
cp	BRD-K67566344	KU-0063794	MTOR inhibitor	MTOR	MTOR inhibitor
cp	BRD-A38747044	KU-14R	Imidazoline receptor ligand		Imidazoline receptor ligand, Putative I3 antagonist
cp	BRD-K25311561	KU-55933	ATM kinase inhibitor	ATM, PRKDC	ATM kinase inhibitor
cp	BRD-A82096673	KU-C103428N	CDC inhibitor	NFE2	CDC inhibitor, Rho associated kinase inhibitor
cp	BRD-A81402010	KU-C103443N	CDC inhibitor		CDC inhibitor, Rho associated kinase inhibitor
cp	BRD-K51302260	KU-C103871	GSP agonist	SMAD3	GSP agonist
cp	BRD-K36153907	KU-C103885	Cystic fibrosis transmembrane conductance regulator inhibitor		Cystic fibrosis transmembrane conductance regulator inhibitor
cp	BRD-A71009679	KUC103420N	-666		-666
cp	BRD-K34508425	KUC103898N	-666		-666
cp	BRD-K65910366	KUC103904N	-666		-666
cp	BRD-K24538644	KUC104502N	-666	OPRK1	-666
cp	BRD-A42553870	L-152804	Neuropeptide receptor antagonist	NPY5R	Neuropeptide receptor antagonist
cp	BRD-K39733634	L-161982	Prostanoid receptor antagonist	PTGER4	Prostanoid receptor antagonist, Angiotensin receptor antagonist
cp	BRD-K40656405	L-165041	PPAR receptor agonist	PPARD	PPAR receptor agonist
cp	BRD-K18036262	L-168049	Glucagon receptor antagonist	GCGR	Glucagon receptor antagonist
cp	BRD-A43930669	L-368899	Oxytocin receptor antagonist	OXTR, AVPR1A, AVPR2, OXT	Oxytocin receptor antagonist
cp	BRD-K89402695	L-655240	Thromboxane receptor antagonist	PTGES	Thromboxane receptor antagonist
cp	BRD-A84389091	L-655708	GABA receptor inverse agonist	GABRA5, GABRA1, GABRA2, GABRA3, GABRG2	GABA receptor inverse agonist
cp	BRD-A85472596	L-670596	Prostanoid receptor antagonist		Prostanoid receptor antagonist
cp	BRD-A28422058	L-689560	Glutamate receptor antagonist	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D	Glutamate receptor antagonist
cp	BRD-K28470988	L-690330	Inositol monophosphatase inhibitor	IMPA1	Inositol monophosphatase inhibitor
cp	BRD-K69328504	L-690488	Inositol monophosphatase inhibitor	IMPA1	Inositol monophosphatase inhibitor
cp	BRD-K70241288	L-692585	Growth hormone releasing peptide ligand agonist	GH1, GHSR	Growth hormone releasing peptide ligand agonist
cp	BRD-K83322645	L-693403	Sigma receptor agonist	DRD2, SIGMAR1	Sigma receptor agonist, Sigma receptor antagonist
cp	BRD-K18816859	L-694247	Serotonin receptor agonist	HTR1D, HTR1A, HTR1B	Serotonin receptor agonist
cp	BRD-K10176267	L-701252	Glutamate receptor antagonist	GRIN1	Glutamate receptor antagonist
cp	BRD-K08109516	L-701324	Glutamate receptor antagonist	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D	Glutamate receptor antagonist
cp	BRD-A96882008	L-732138	Tachykinin antagonist	TACR1, TACR2	Tachykinin antagonist
cp	BRD-K15791587	L-733060	Tachykinin antagonist	TACR1	Tachykinin antagonist
cp	BRD-K05181463	L-741626	Dopamine receptor antagonist	DRD2, DRD3, DRD4, HTR2A, HTR2B	Dopamine receptor antagonist
cp	BRD-K13211965	L-741742	Dopamine receptor antagonist	DRD4, DRD3, SCN1A, SCN3A	Dopamine receptor antagonist
cp	BRD-K05528470	L-745870	Dopamine receptor antagonist	DRD4, DRD1, DRD2, DRD3, HTR1A, HTR2A, HTR6, HTR7	Dopamine receptor antagonist
cp	BRD-K28806945	L-750667	Dopamine receptor antagonist	DRD4	Dopamine receptor antagonist
cp	BRD-A93206962	L-755507	Adrenergic receptor agonist	ADRB3, ADRB1, ADRB2	Adrenergic receptor agonist
cp	BRD-A35511923	L-803087	Somatostatin receptor agonist	SSTR4	Somatostatin receptor agonist
cp	BRD-A47706533	L-BSO	Glutathione transferase inhibitor	GCLM	Glutathione transferase inhibitor
cp	BRD-K04853698	LDN-193189	Serine/threonine kinase inhibitor	ACVR1, BMPR1A	Serine/threonine kinase inhibitor
cp	BRD-K06593056	LE-135	Retinoid receptor agonist	RARB	Retinoid receptor agonist
cp	BRD-K01648091	LE-300	Dopamine receptor antagonist	DRD5, DRD1, HTR2A	Dopamine receptor antagonist
cp	BRD-A44551378	LFM-A12	EGFR inhibitor	EGFR	EGFR inhibitor
cp	BRD-A30655177	LFM-A13	BTK inhibitor	BTK	BTK inhibitor
cp	BRD-K51941867	LM-1685	Cyclooxygenase inhibitor	PTGS2	Cyclooxygenase inhibitor
cp	BRD-K13261168	LY-16350	Dopamine receptor agonist	DRD2, DRD3	Dopamine receptor agonist
cp	BRD-K14282469	LY-165163	Serotonin receptor antagonist	HTR1A, HTR1D	Serotonin receptor antagonist
cp	BRD-K49519144	LY-2140023	Glutamate receptor agonist	GRM3, GRM2	Glutamate receptor agonist
cp	BRD-K37865504	LY-2183240	FAAH inhibitor	FAAH	FAAH inhibitor
cp	BRD-K33864865	LY-225910	CCK receptor antagonist	CCKBR	CCK receptor antagonist
cp	BRD-K92492521	LY-255283	Leukotriene receptor antagonist	LTB4R, LTB4R2	Leukotriene receptor antagonist
cp	BRD-A12016240	LY-278584	Serotonin receptor antagonist	HTR3A	Serotonin receptor antagonist
cp	BRD-K24675965	LY-288513	CCK receptor antagonist	CCKBR	CCK receptor antagonist
cp	BRD-K27305650	LY-294002	MTOR inhibitor	MTOR, PIK3CD, PIK3CG, PIK3CA, PIK3CB, PLK1, PRKDC, AKT1, CHEK1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PDE2A, PRKCA, ROCK1, RPS6KB1, SGK1	MTOR inhibitor, PI3K inhibitor, DNA dependent protein kinase inhibitor, Phosphodiesterase inhibitor, PLK inhibitor
cp	BRD-K22385716	LY-303511	Casein kinase inhibitor	CSNK2A1, CSNK2A2, CSNK2B, MTOR	Casein kinase inhibitor, MTOR inhibitor, PI3K inhibitor
cp	BRD-K78637815	LY-320135	Cannabinoid receptor antagonist	CNR1	Cannabinoid receptor antagonist
cp	BRD-K69763916	LY-341495	Glutamate receptor antagonist	GRM2, GRM3	Glutamate receptor antagonist
cp	BRD-K95899059	LY-344864	Serotonin receptor agonist	HTR1F, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2B, HTR2C, HTR7	Serotonin receptor agonist
cp	BRD-K06234293	LY-364947	TGF beta receptor inhibitor	TGFBR1	TGF beta receptor inhibitor, p38 MAPK inhibitor
cp	BRD-K87696786	LY-456236	Glutamate receptor antagonist	GRM1	Glutamate receptor antagonist
cp	BRD-K62792802	LY-83583	Guanylyl cyclase inhibitor	GUCY1A2	Guanylyl cyclase inhibitor
cp	BRD-K09635314	M-3M3FBS	phospholipase activator	PLCB2, PLCB3, PLCD1, PLCG1, PLCG2	phospholipase activator
cp	BRD-K80672993	M2-PK-activator	-666	PKM	-666
cp	BRD-K76274772	MAPP-D-erythro	Ceramidase inhibitor		Ceramidase inhibitor
cp	BRD-K95655893	MAZ-51	VEGFR inhibitor	FLT4	VEGFR inhibitor
cp	BRD-K64746805	MBCQ	Phosphodiesterase inhibitor	PDE5A	Phosphodiesterase inhibitor
cp	BRD-A62057054	MDL-11939	Serotonin receptor antagonist	HTR2A, HTR2B, HTR2C	Serotonin receptor antagonist
cp	BRD-K43245338	MDL-28170	Calpain inhibitor	CAPN1, CTSB, CTSL	Calpain inhibitor
cp	BRD-K59753853	MDL-29951	Glutamate receptor antagonist	FBP1, GPR17	Glutamate receptor antagonist
cp	BRD-A17453586	MDL-72832	Serotonin receptor agonist	HTR1A	Serotonin receptor agonist
cp	BRD-A50764878	MDL-73005EF	Serotonin receptor antagonist	HTR1A	Serotonin receptor antagonist
cp	BRD-K84987553	MDM2-inhibitor	MDM inhibitor	MDM2	MDM inhibitor
cp	BRD-K12244279	MEK1-2-inhibitor	MEK inhibitor	MAP2K1, MAP2K2	MEK inhibitor
cp	BRD-K60230970	MG-132	Proteasome inhibitor	PSMB1	Proteasome inhibitor
cp	BRD-K54256913	MK-1775	WEE1 kinase inhibitor	WEE1	WEE1 kinase inhibitor
cp	BRD-K19554809	MK-212	Serotonin receptor agonist	HTR2A, HTR2B, HTR2C	Serotonin receptor agonist
cp	BRD-K68065987	MK-2206	AKT inhibitor	AKT1, AKT2, AKT3	AKT inhibitor
cp	BRD-K53665955	MK-5108	Aurora kinase inhibitor	AURKA, AURKB, AURKC	Aurora kinase inhibitor
cp	BRD-K95202259	ML-3163	p38 MAPK inhibitor	CYP2D6, CYP3A4, MAPK11, MAPK12, MAPK14	p38 MAPK inhibitor
cp	BRD-K93201660	ML-7	Myosin light chain kinase inhibitor	MYLK	Myosin light chain kinase inhibitor
cp	BRD-K68402494	ML-9	Myosin light chain kinase inhibitor	MLCK, TRPC6, PKA, PKC	Myosin light chain kinase inhibitor
cp	BRD-K78659596	MLN-2238	Proteasome inhibitor	PSMB1	Proteasome inhibitor
cp	BRD-K67844266	MLN-4924	Nedd activating enzyme inhibitor	NAE1, UBA3	Nedd activating enzyme inhibitor
cp	BRD-K83963101	MLN-8054	Aurora kinase inhibitor	AURKA	Aurora kinase inhibitor, Mitotic inhibitor, Protein kinase inhibitor
cp	BRD-K53878242	MMPX	Phosphodiesterase inhibitor		Phosphodiesterase inhibitor
cp	BRD-K63151507	MNITMT	Lymphocyte inhibitor		Lymphocyte inhibitor
cp	BRD-K60690191	MPEP	Glutamate receptor antagonist	GRM5, GRM1, GRM4	Glutamate receptor antagonist
cp	BRD-A30590053	MR-16728	Acetylcholine release enhancer		Acetylcholine release enhancer, Acetylcholine release stimulant
cp	BRD-K37618799	MRS-1220	Adenosine receptor antagonist	ADORA2B, ADORA3	Adenosine receptor antagonist
cp	BRD-A06784547	MRS-1334	Adenosine receptor antagonist		Adenosine receptor antagonist
cp	BRD-K72024482	MRS-1754	Adenosine receptor antagonist	ADORA2B, ADORA1, ADORA2A, ADORA3	Adenosine receptor antagonist
cp	BRD-A32949107	MRS-1845	Calcium channel blocker	ORAI1	Calcium channel blocker
cp	BRD-K19894101	MST-312	Telomerase inhibitor	TERT	Telomerase inhibitor
cp	BRD-A99449986	MT-21	Caspase activator	CYCS, SLC25A4	Caspase activator
cp	BRD-K64310881	MW-STK33-3B	Potassium channel activator		Potassium channel activator
cp	BRD-K90524085	MY-5445	Phosphodiesterase inhibitor	PDE5A	Phosphodiesterase inhibitor, Platelet aggregation inhibitor
cp	BRD-K04466929	Merck60	HDAC inhibitor	HDAC1, HDAC2	HDAC inhibitor
cp	BRD-A85234536	N6-cyclopentyladenosine	Adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3, SLC29A1	Adenosine receptor agonist
cp	BRD-K69195780	NAN-190	Serotonin receptor agonist	HTR1A, ADRA1A, ADRA1B, ADRA1D, HTR1F	Serotonin receptor agonist
cp	BRD-A23683907	NAS-181	Serotonin receptor antagonist	HTR1B	Serotonin receptor antagonist
cp	BRD-K61177364	NBI-27914	CRF receptor antagonist	CRHR1	CRF receptor antagonist
cp	BRD-K47717570	NBQX	Glutamate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIN1, GRIN2A, GRIN2B	Glutamate receptor antagonist
cp	BRD-K52522949	NCH-51	HDAC inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor
cp	BRD-A85025557	NCS-382	GABA receptor antagonist	GABBR1, GABBR2, SLC52A2	GABA receptor antagonist
cp	BRD-A35338386	NECA	Adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3, HSP90B1	Adenosine receptor agonist
cp	BRD-K36324071	NF-449	Purinergic receptor antagonist	P2RX1	Purinergic receptor antagonist
cp	BRD-K05181084	NGB-2904	Dopamine receptor antagonist	DRD3	Dopamine receptor antagonist
cp	BRD-K78278890	NM-PP1	Mutant kinase inhibitor	CAMK2A, LCK, MAPK8, PRKACA, RIPK2, SRC	Mutant kinase inhibitor
cp	BRD-K85015012	NNC-05-2090	GAT inhibitor	SLC6A11, SLC6A12, SLC6A13	GAT inhibitor, GABA uptake inhibitor
cp	BRD-K78122587	NNC-55-0396	T-type calcium channel blocker	CATSPER1, CATSPER2, CATSPER3, CATSPER4	T-type calcium channel blocker
cp	BRD-K36009368	NNC-63-0532	Opioid receptor agonist	OPRL1	Opioid receptor agonist
cp	BRD-K42221274	NNC-711	GAT inhibitor	SLC6A1, SIGMAR1	GAT inhibitor
cp	BRD-A47633927	NPC-15199	ICAM1 antagonist	ICAM1, PPARG	ICAM1 antagonist
cp	BRD-K99498722	NPI-2358	Tubulin inhibitor		Tubulin inhibitor
cp	BRD-K54210043	NS-1619	Calcium channel activator	KCNMA1, KCNT1, KCNT2, KCNU1	Calcium channel activator
cp	BRD-K26979635	NS-3694	Glutamate receptor antagonist	GRIK1	Glutamate receptor antagonist
cp	BRD-K59637651	NSC-119889	Protein synthesis inhibitor		Protein synthesis inhibitor
cp	BRD-A80213327	NSC-23766	Ras GTPase inhibitor		Ras GTPase inhibitor
cp	BRD-K13169950	NSC-3852	HDAC inhibitor	HDAC1	HDAC inhibitor
cp	BRD-K74402642	NSC-632839	Ubiquitin specific protease inhibitor	USP2, USP7, SENP2, USP1	Ubiquitin specific protease inhibitor
cp	BRD-K03109492	NSC-663284	CDC inhibitor	CDC25A, CDC25B, CDC25C	CDC inhibitor
cp	BRD-K56450366	NSC-94258	Antineoplastic	AKR1B1, CYP19A1, HSD17B1	Antineoplastic
cp	BRD-A94413429	NTNCB	Neuropeptide receptor antagonist	NPY5R	Neuropeptide receptor antagonist
cp	BRD-K48692744	NU-1025	PARP inhibitor	PARP1	PARP inhibitor, DNA dependent protein kinase inhibitor
cp	BRD-K09537769	NU-7026	DNA dependent protein kinase inhibitor	PRKDC	DNA dependent protein kinase inhibitor, MTOR inhibitor, PI3K inhibitor
cp	BRD-K00337317	NU-7441	DNA dependent protein kinase inhibitor	PRKDC, ABCB1	DNA dependent protein kinase inhibitor, P-glycoprotein inhibitor
cp	BRD-K41859756	NVP-AUY922	HSP inhibitor	HSP90AA1, HSP90AA2, HSP90AB1	HSP inhibitor
cp	BRD-K50140147	NVP-TAE684	ALK inhibitor	ALK, INSR	ALK inhibitor
cp	BRD-K18316707	O-1918	Cannabinoid receptor antagonist		Cannabinoid receptor antagonist
cp	BRD-K02590140	O-2050	Cannabinoid receptor antagonist	CNR1	Cannabinoid receptor antagonist
cp	BRD-K48029790	OBAA	Phospholipase inhibitor	PLA2G1B	Phospholipase inhibitor
cp	BRD-K26015241	ODQ	Guanylyl cyclase inhibitor	GUCY1A2, GUCY1A3, GUCY1B3	Guanylyl cyclase inhibitor
cp	BRD-K21971034	OM-137	Aurora kinase inhibitor		Aurora kinase inhibitor
cp	BRD-A39522003	OMDM-2	FAAH inhibitor	GPR119	FAAH inhibitor
cp	BRD-K35687265	ON-01910	PLK inhibitor	CDK1, FLT1, FYN, MCL1, PDGFRA, PLK1, PLK2, SRC	PLK inhibitor
cp	BRD-K94294671	OSI-027	MTOR inhibitor	MTOR	MTOR inhibitor
cp	BRD-K00206590	P-1075	ATP channel activator	KCNJ8	ATP channel activator, Potassium channel activator
cp	BRD-K92991072	PAC-1	Caspase activator	CASP3	Caspase activator
cp	BRD-A29289453	PCA-4248	Platelet activating factor receptor antagonist	PTAFR	Platelet activating factor receptor antagonist
cp	BRD-K52721684	PCO-400	Potassium channel activator	ABCC9, KCNJ8	Potassium channel activator
cp	BRD-K49865102	PD-0325901	MEK inhibitor	MAP2K1, MAP2K2	MEK inhibitor, MAP kinase inhibitor, Protein kinase inhibitor
cp	BRD-A89337244	PD-102807	Acetylcholine receptor antagonist	CHRM4	Acetylcholine receptor antagonist
cp	BRD-A63836183	PD-123319	Angiotensin receptor antagonist	AGTR2	Angiotensin receptor antagonist
cp	BRD-K48735772	PD-158780	EGFR inhibitor	EGFR	EGFR inhibitor
cp	BRD-K12079898	PD-160170	Neuropeptide receptor antagonist	NPY1R	Neuropeptide receptor antagonist
cp	BRD-A75478957	PD-166793	Metalloproteinase inhibitor	MMP13, MMP2, MMP3	Metalloproteinase inhibitor, Collagenase inhibitor
cp	BRD-K47761761	PD-168077	Dopamine receptor agonist	DRD2, DRD4	Dopamine receptor agonist
cp	BRD-K77133231	PD-169316	p38 MAPK inhibitor	ALOX5	p38 MAPK inhibitor
cp	BRD-K97764662	PD-173074	FGFR inhibitor	FGFR1, FGFR3, FGFR2, FGFR4, FLT1, FLT4, KDR, PDGFRA, PDGFRB	FGFR inhibitor, VEGFR inhibitor
cp	BRD-K05104363	PD-184352	MEK inhibitor	MAP2K1, MAP2K2, MAP3K1, MAP3K2	MEK inhibitor
cp	BRD-K88677950	PD-198306	MAP kinase inhibitor	MAP2K1, MAP2K2, MAPK1, MAPK3	MAP kinase inhibitor, MEK inhibitor
cp	BRD-K62810658	PD-98059	MEK inhibitor	MAP2K1, AKT1, CHEK1, GSK3B, LCK, MAP2K2, MAPK1, MAPK11, MAPK12, MAPK14, MAPK3, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1	MEK inhibitor, MAP kinase inhibitor
cp	BRD-A93477898	PETCM	Caspase activator	CASP3	Caspase activator
cp	BRD-K73319509	PF-04217903	c-Met inhibitor	MET	c-Met inhibitor
cp	BRD-K68997413	PF-3845	FAAH inhibitor	FAAH	FAAH inhibitor
cp	BRD-K79877282	PF-543	Sphingosine kinase inhibitor	SPHK1	Sphingosine kinase inhibitor
cp	BRD-K99545815	PF-562271	Focal adhesion kinase inhibitor	PTK2, PTK2B	Focal adhesion kinase inhibitor
cp	BRD-A70268693	PG-9	Acetylcholine receptor agonist		Acetylcholine receptor agonist
cp	BRD-K95435023	PHA-665752	c-Met inhibitor	MET	c-Met inhibitor
